ID;incident_dart
0;0
1;8
2;16
3;24
4;32
5;40
6;48
7;56
8;64
9;72
10;80
11;88
12;96
13;104
14;112
15;120
16;128
17;136
18;144
19;152
20;160
21;168
22;176
23;184
24;192
25;200
26;208
27;216
28;224
29;232
30;240
31;248
32;256
33;264
34;272
35;280
36;288
37;296
38;304
39;312
40;320
41;328
42;336
43;344
44;352
45;360
46;368
47;376
48;384
49;392
50;400
51;408
52;416
53;424
54;432
55;440
56;448
57;456
58;464
59;472
60;480
61;488
62;496
63;504
64;512
65;520
66;528
67;536
68;544
69;552
70;560
71;568
72;576
73;584
74;592
75;600
76;608
77;616
78;624
79;632
80;640
81;648
82;656
83;664
84;672
85;680
86;688
87;696
88;704
89;712
90;720
91;728
92;736
93;744
94;752
95;760
96;768
97;776
98;784
99;792
100;800
101;808
102;816
103;824
104;832
105;840
106;848
107;856
108;864
109;872
110;880
111;888
112;896
113;904
114;912
115;920
116;928
117;936
118;944
119;952
120;960
121;968
122;976
123;984
124;992
125;1000
126;1008
127;1016
128;1024
129;1032
130;1040
131;1048
132;1056
133;1064
134;1072
135;1080
136;1088
137;1096
138;1104
139;1112
140;1120
141;1128
142;1136
143;1144
144;1152
145;1160
146;1168
147;1176
148;1184
149;1192
150;1200
151;1208
152;1216
153;1224
154;1232
155;1240
156;1248
157;1256
158;1264
159;1272
160;1280
161;1288
162;1296
163;1304
164;1312
165;1320
166;1328
167;1336
168;1344
169;1352
170;1360
171;1368
172;1376
173;1384
174;1392
175;1400
176;1408
177;1416
178;1424
179;1432
180;1440
181;1448
182;1456
183;1464
184;1472
185;1480
186;1488
187;1496
188;1504
189;1512
190;1520
191;1528
192;1536
193;1544
194;1552
195;1560
196;1568
197;1576
198;1584
199;1592
200;1600
201;1608
202;1616
203;1624
204;1632
205;1640
206;1648
207;1656
208;1664
209;1672
210;1680
211;1688
212;1696
213;1704
214;1712
215;1720
216;1728
217;1736
218;1744
219;1752
220;1760
221;1768
222;1776
223;1784
224;1792
225;1800
226;1808
227;1816
228;1824
229;1832
230;1840
231;1848
232;1856
233;1864
234;1872
235;1880
236;1888
237;1896
238;1904
239;1912
240;1920
241;1928
242;1936
243;1944
244;1952
245;1960
246;1968
247;1976
248;1984
249;1992
250;2000
251;2008
252;2016
253;2024
254;2032
255;2040
256;2048
257;2056
258;2064
259;2072
260;2080
261;2088
262;2096
263;2104
264;2112
265;2120
266;2128
267;2136
268;2144
269;2152
270;2160
271;2168
272;2176
273;2184
274;2192
275;2200
276;2208
277;2216
278;2224
279;2232
280;2240
281;2248
282;2256
283;2264
284;2272
285;2280
286;2288
287;2296
288;2304
289;2312
290;2320
291;2328
292;2336
293;2344
294;2352
295;2360
296;2368
297;2376
298;2384
299;2392
300;2400
301;2408
302;2416
303;2424
304;2432
305;2440
306;2448
307;2456
308;2464
309;2472
310;2480
311;2488
312;2496
313;2504
314;2512
315;2520
316;2528
317;2536
318;2544
319;2552
320;2560
321;2568
322;2576
323;2584
324;2592
325;2600
326;2608
327;2616
328;2624
329;2632
330;2640
331;2648
332;2656
333;2664
334;2672
335;2680
336;2688
337;2696
338;2704
339;2712
340;2720
341;2728
342;2736
343;2744
344;2752
345;2760
346;2768
347;2776
348;2784
349;2792
350;2800
351;2808
352;2816
353;2824
354;2832
355;2840
356;2848
357;2856
358;2864
359;2872
360;2880
361;2888
362;2896
363;2904
364;2912
365;2920
366;2928
367;2936
368;2944
369;2952
370;2960
371;2968
372;2976
373;2984
374;2992
375;3000
376;3008
377;3016
378;3024
379;3032
380;3040
381;3048
382;3056
383;3064
384;3072
385;3080
386;3088
387;3096
388;3104
389;3112
390;3120
391;3128
392;3136
393;3144
394;3152
395;3160
396;3168
397;3176
398;3184
399;3192
400;3200
401;3208
402;3216
403;3224
404;3232
405;3240
406;3248
407;3256
408;3264
409;3272
410;3280
411;3288
412;3296
413;3304
414;3312
415;3320
416;3328
417;3336
418;3344
419;3352
420;3360
421;3368
422;3376
423;3384
424;3392
425;3400
426;3408
427;3416
428;3424
429;3432
430;3440
431;3448
432;3456
433;3464
434;3472
435;3480
436;3488
437;3496
438;3504
439;3512
440;3520
441;3528
442;3536
443;3544
444;3552
445;3560
446;3568
447;3576
448;3584
449;3592
450;3600
451;3608
452;3616
453;3624
454;3632
455;3640
456;3648
457;3656
458;3664
459;3672
460;3680
461;3688
462;3696
463;3704
464;3712
465;3720
466;3728
467;3736
468;3744
469;3752
470;3760
471;3768
472;3776
473;3784
474;3792
475;3800
476;3808
477;3816
478;3824
479;3832
480;3840
481;3848
482;3856
483;3864
484;3872
485;3880
486;3888
487;3896
488;3904
489;3912
490;3920
491;3928
492;3936
493;3944
494;3952
495;3960
496;3968
497;3976
498;3984
499;3992
500;4000
501;4008
502;4016
503;4024
504;4032
505;4040
506;4048
507;4056
508;4064
509;4072
510;4080
511;4088
